Index	Queue	Material	Pass	Shader	Mesh	SubMesh	IndexCount	BaseIndex	BaseVertex
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
1146	2000	00000219E3F5C520	0	19	2	0	276	115452	27967
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
1242	2000	00000219E3F5C520	0	19	2	0	276	124824	30407
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
1338	2000	00000219E3F5C520	0	19	2	0	276	125100	30489
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
1362	2000	00000219E3F5C520	0	19	2	0	1500	59412	15167
	2000	00000219E3F5C600	0	19	2	0	1092	35304	8869
	2000	00000219E3F5C600	0	19	2	0	1092	35304	8869
	2000	00000219E3F5C600	0	19	2	0	1092	35304	8869
1366	2000	00000219E3F5C600	0	19	2	0	1092	35304	8869
	2000	00000219E3F5C600	0	19	2	0	2076	36396	9275
	2000	00000219E3F5C600	0	19	2	0	2076	36396	9275
	2000	00000219E3F5C600	0	19	2	0	2076	36396	9275
	2000	00000219E3F5C600	0	19	2	0	2076	36396	9275
	2000	00000219E3F5C600	0	19	2	0	2076	36396	9275
	2000	00000219E3F5C600	0	19	2	0	2076	36396	9275
1373	2000	00000219E3F5C600	0	19	2	0	2076	36396	9275
	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
1384	2000	00000219E3F5C600	0	19	2	0	2076	38472	10062
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
	2000	00000219E3F5C8A0	0	19	2	0	594	115728	28049
